id,name_clean,duration_minutes,artists,artist_list,primary_artist,artist_count
0UsDtmZWiwiX1qoc7qQ3gX,One More Time (Workout Dance Remix),5,Workout Dance Factory,['Workout Dance Factory'],Workout Dance Factory,1
64pqL5CcTN9RmcnCAyTUBJ,Jugendliebe,5,Entspannungszeit,['Entspannungszeit'],Entspannungszeit,1
3nyjscm0zJbb0a8Iv7hcdu,Kapitel 25 - Folge 151: Die Topharbraut,5,"Gruselkabinett, Michael Pan, Matthias Lühn, Horst Naumann, Claudia Urbschat-Mingues, Hanns Heinz Ewers","['Gruselkabinett', 'Michael Pan', 'Matthias Lühn', 'Horst Naumann', 'Claudia Urbschat-Mingues', 'Hanns Heinz Ewers']",Gruselkabinett,6
40I8LbxWFPIjk2D90UEzAy,Dream On,5,"Ty Ardis, Albert Lennard Project","['Ty Ardis', 'Albert Lennard Project']",Ty Ardis,2
7HK38MWa0BxS9eXpkJAqDl,Sofia - Remix,5,Low Deep T,['Low Deep T'],Low Deep T,1
7sybcYByU2DRb57F2sZ5d3,Hark (Se Oye Un Son) [feat. Pauli Salas],5,"Zion Worship, Pauli Salas","['Zion Worship', 'Pauli Salas']",Zion Worship,2
1yzkVuNSH2CnO0d6lOC0r3,The Byzantine Empire,5,Andreas Waldetoft,['Andreas Waldetoft'],Andreas Waldetoft,1
3UEk5j3HTJwuqq98w4yxux,"Super Bad - Live At The Olympia, Paris / 1971",5,"James Brown, The J.B.'s","['James Brown', ""The J.B.'s""]",James Brown,2
5XnEd4ZoDXdOfkes8B4Mw3,Contra La Corriente,5,Marc Anthony,['Marc Anthony'],Marc Anthony,1
2QJTqsJMwlxW06I55i55xF,Under Pressure,5,Acoustic Heartstrings,['Acoustic Heartstrings'],Acoustic Heartstrings,1
4KQGT1w6CLxQARuWzPFDQ3,頭擺个事情,5,陳永淘,['陳永淘'],陳永淘,1
7mGocKR24KemdCm4JmiH0O,Jason's Gonna Get Ya,5,"Michael Dease, Tim Green, Glenn Zaleski, Rodney Whitaker, Ulysses Owens","['Michael Dease', 'Tim Green', 'Glenn Zaleski', 'Rodney Whitaker', 'Ulysses Owens']",Michael Dease,5
75gyzFdhiS5Bprz0UCRCs1,No Trust,5,"Chimpo, DRS, Slay, Rago Loco","['Chimpo', 'DRS', 'Slay', 'Rago Loco']",Chimpo,4
5AR3OF2bVxqh6p7brldsGx,Bailarina,5,Ventre,['Ventre'],Ventre,1
1WDjuJfpZ2JsmkoUPC5B4l,Thơ Tình Cuối Mùa Thu,5,Thu Uyên,['Thu Uyên'],Thu Uyên,1
2NNBTCfzAgyolaaZNNzD4O,ARIGATOUNO WA - Cover ver.,5,Baby Band,['Baby Band'],Baby Band,1
465EdPfedCDmofyICPGmiF,Měla Jsem Vrásky Na Čele,5,Jana Rychterová,['Jana Rychterová'],Jana Rychterová,1
4Wmjr8wNvU4O3tj3CXRmkE,雨の街 - Re:Lilly remix,5,Re:Lilly,['Re:Lilly'],Re:Lilly,1
0OYbUI94jw0vLQeAmKKZ53,Keep On,5,Vanilla,['Vanilla'],Vanilla,1
0bfR5yS6O5iBtPcy3osb4o,Filho Bonito (Beautiful Boy) - Ao Vivo,5,Mãeana,['Mãeana'],Mãeana,1
1ZqyyPtqmuF2NIgM1Q4HQU,Katigu,5,"JayRex SuiSui, Jharvii, Robby T","['JayRex SuiSui', 'Jharvii', 'Robby T']",JayRex SuiSui,3
2ygEuxlruHbNExTpYEf114,Soon Forward,5,Gregory Isaacs,['Gregory Isaacs'],Gregory Isaacs,1
6CVHaFo0PFLx3KgpIVZNtd,My sme mladí optimisti,5,Chiki Liki Tu-a,['Chiki Liki Tu-a'],Chiki Liki Tu-a,1
0tdZ7DLHdoVwGoUVLhjwNJ,Ayang Ayang,5,Mahesa,['Mahesa'],Mahesa,1
35Q5IXO6RB6ONvF6OECuaS,"One more time, One more chance",5,UNCHAIN,['UNCHAIN'],UNCHAIN,1
0SMDBUU0SnDmZuPxXU4db3,We Are Lost,5,"The Sleeping Tree, Niam","['The Sleeping Tree', 'Niam']",The Sleeping Tree,2
0roR460UL4Ebxn1susFMoD,El Ritmo Pitufino (Baila Mi Ritmo),5,La Pitufobanda,['La Pitufobanda'],La Pitufobanda,1
06DiDwuhP9Cy8aVKm0QITC,君の知らない物語 (TVアニメ『化物語』より),5,Relaxing Orgel,['Relaxing Orgel'],Relaxing Orgel,1
4ZbuRm2vfftniykGwSzqLj,The Shade in My Heart,5,Counting Clouds,['Counting Clouds'],Counting Clouds,1
7IqSJBwdIHoY61MQaa5UHG,Mentari Merah Di Ufuk Timur,5,Search,['Search'],Search,1
50rxiIv4Wu1XSL6tR9p3Cj,Make Me Cry,5,Sandy Turnbull,['Sandy Turnbull'],Sandy Turnbull,1
7AMaAAqDIHsmXgKEiS1qho,Weil mein Herz dich nie mehr vergisst,5,Adoro,['Adoro'],Adoro,1
5YE0Fa71D3fdJG0su8fAEb,永遠プレッシャー(オリジナルアーティスト:AKB48)[ガイドメロディ無しカラオケ],5,歌っちゃ王,['歌っちゃ王'],歌っちゃ王,1
1RTqzcHjqSZ2zXJohGC8pk,Lovers on the Run,5,Ungdomskulen,['Ungdomskulen'],Ungdomskulen,1
3ftxe01XosjKVCZN58Iyea,Cruise Control,5,Jeffrey Paradise,['Jeffrey Paradise'],Jeffrey Paradise,1
6oj6wUZncWexwMej4aFOla,The Voices of Tribes,5,Miltatek,['Miltatek'],Miltatek,1
72ILRnJGOuc4csNMA3ugHL,Hoffnung,5,MoshTekk,['MoshTekk'],MoshTekk,1
7eLk3YgPPlZzHq7J8wxMFT,Levantare Bandera,5,Petrona Gonzales,['Petrona Gonzales'],Petrona Gonzales,1
3n15xI2Pcs4WA8YBAwkzLU,Dünya Kirleniyor Dostum,5,Hirai Zerdüş,['Hirai Zerdüş'],Hirai Zerdüş,1
0BDLiK5jXCFlhMyiTbIGoo,Typical Standards,5,Vagina Lips,['Vagina Lips'],Vagina Lips,1
2OW4Hd3n9haVdR5Zn3bqrV,Paradise Live - MAKI Mix,5,西木野真姫(CV.Pile),['西木野真姫(CV.Pile)'],西木野真姫(CV.Pile),1
57pbOPZayQ0H9aLL8RCZ0u,Karasuman,5,Electric Dragon,['Electric Dragon'],Electric Dragon,1
5ZYdhBZMHC9R7XuXnr4B5u,Flamenco Boogie,5,"Lluís Coloma Trio, Lluís Coloma, Manolo Germán, Marc Ruiz","['Lluís Coloma Trio', 'Lluís Coloma', 'Manolo Germán', 'Marc Ruiz']",Lluís Coloma Trio,4
3xnRCJRypqAzt3QMEuNQXw,Deeper and Deeper - Sebastien Leger Remix,5,Dave Gahan,['Dave Gahan'],Dave Gahan,1
15xQVJcr84nsmiMrUoRucd,Wonder Trip Lover,5,Yukiko Okada,['Yukiko Okada'],Yukiko Okada,1
7mwLJsw3kcKVV1g9O2zbsL,Laat die Hele Aarde Juig - Live,5,Retief Burger,['Retief Burger'],Retief Burger,1
0DX4trnf7rqZ5tuUThSh3Q,Kuta Whisper,5,Dore,['Dore'],Dore,1
4lIzQCDv9hNFw98T2RJBhj,Flashback - Esmink Remix,5,El Remolón,['El Remolón'],El Remolón,1
3itSncOcFUGUJlcKAxH8wc,"Outlander - Ferne Ufer, Kapitel 354",5,"Diana Gabaldon, Birgitta Assheuer","['Diana Gabaldon', 'Birgitta Assheuer']",Diana Gabaldon,2
1bfSO6AOw2XUGCPidNZHBK,Welcome to the Black Parade,5,Radnor,['Radnor'],Radnor,1
4QMVfAxnthKcOIh5l4TnSG,"Sube, Sube, Sube (Vivo Teatro Coliseo)",5,Teresa Parodi,['Teresa Parodi'],Teresa Parodi,1
1sTY4njqMyIBSUdFDhNUXo,Danno Budunge,5,"Chandimal Fernando, Mahi Pasquel","['Chandimal Fernando', 'Mahi Pasquel']",Chandimal Fernando,2
1DhTdpBWGhmTrCUx3Ww1jc,Haldoz,5,İbrahim Can,['İbrahim Can'],İbrahim Can,1
1RcykZXmDFTNZxzFeLVVim,Doing Your Makeup Pt.5,5,ASMR Glow,['ASMR Glow'],ASMR Glow,1
2OPN2aDofES8qgT9uMozYN,El Petit Princep,5,"Simfònica de Cobla i Corda de Catalunya, Manu Guix, Elena Gadel","['Simfònica de Cobla i Corda de Catalunya', 'Manu Guix', 'Elena Gadel']",Simfònica de Cobla i Corda de Catalunya,3
4XGQFJrjJsS7VWhyiiVXTO,Jerusalem - Zahrat Al Madaen,5,Dorsaf Hamdani,['Dorsaf Hamdani'],Dorsaf Hamdani,1
54vtfEzBQ04Q6JAhofPxer,Highway Superstar ft Honey Colonna - Minds to Rest,5,"Honey Colonna, Highway Superstar","['Honey Colonna', 'Highway Superstar']",Honey Colonna,2
2Hg59O9CAuDMMgpeByp6yk,Another Day,5,Keni Rightout,['Keni Rightout'],Keni Rightout,1
7hEoGCPqZi9qY2uS32CVVh,Divojka S Juga,5,"Neno Belan, Fiumens","['Neno Belan', 'Fiumens']",Neno Belan,2
6kCZGTPDHHniWgSldH5xzy,Hormigas,5,Jacana Jacana,['Jacana Jacana'],Jacana Jacana,1
6Yrd5vdnhBi7SXj4UijdIO,Distant Sun,5,EAMONN KARRAN,['EAMONN KARRAN'],EAMONN KARRAN,1
6m8Qb9kqqmFHiwTCpns8Qn,Illuminati,5,Alfa Sekta,['Alfa Sekta'],Alfa Sekta,1
0hzqRWHdfhTyaje2We8amk,Oszd meg és uralkodj,5,Füstös,['Füstös'],Füstös,1
7j3UOPhA1kYxIgjz2Fmbz1,"Das Rachespiel, Kapitel 22",5,"Arno Strobel, Sascha Rotermund","['Arno Strobel', 'Sascha Rotermund']",Arno Strobel,2
13ApEeZJDTeHmfzIBiZ3Sn,Solo Tu Eres Santo,5,Julio Elias,['Julio Elias'],Julio Elias,1
0toQXHy4JeAQzHm66CF7JK,Застыл и остыл,5,Ада,['Ада'],Ада,1
54sjsx6OHOwA4t9RQYqWdV,Ridiculous,5,Dope D.O.D.,['Dope D.O.D.'],Dope D.O.D.,1
7xAkvVpjz6pCeYyMsq6gzP,我要一生一世住在你聖殿,5,"玻璃海樂團, Airy Chan, Gabby Yeung","['玻璃海樂團', 'Airy Chan', 'Gabby Yeung']",玻璃海樂團,3
5MnlUuB6VS3y7JmHx2RoHL,Switches,5,Cotton Claw,['Cotton Claw'],Cotton Claw,1
6MZwDBpONojuaJxGTGbll5,El Papelazo - En Vivo,5,"Haydée Milanés, Kelvis Ochoa","['Haydée Milanés', 'Kelvis Ochoa']",Haydée Milanés,2
0CgSXHpS7zjzLly9Su2ium,Dragon Robe,5,Yamaoka,['Yamaoka'],Yamaoka,1
5lvjPEz0g86Py5BYtzDQqy,Guerreiro de Sião,5,Ato Libertário,['Ato Libertário'],Ato Libertário,1
3nSUgpAMOG4AQLRFExB9rk,Phoenix,5,The Synthphonix,['The Synthphonix'],The Synthphonix,1
2jW26c4C6YY1T4dwifwbqc,Am si eu fericirea mea,5,Dorel de la Popesti,['Dorel de la Popesti'],Dorel de la Popesti,1
7za5JGYgOBcmfb1YewDXL5,Tú querías jugar - Live Olympia París; 2016 Remastered Version,5,Compay Segundo,['Compay Segundo'],Compay Segundo,1
72AMvpO7USRrY3nbDppNnk,No Te Importó Lo Que Fui,5,"Brandon Echavarria, legado, Solangie Rodriguez, Alto Destino, Andrés Guerrero, Angie Ramirez, Antonella Guerrero, Carlos Hurtado, Leydy Ulcue, Maria Camila Novoa, Sara Novoa, Valery Guerrero","['Brandon Echavarria', 'legado', 'Solangie Rodriguez', 'Alto Destino', 'Andrés Guerrero', 'Angie Ramirez', 'Antonella Guerrero', 'Carlos Hurtado', 'Leydy Ulcue', 'Maria Camila Novoa', 'Sara Novoa', 'Valery Guerrero']",Brandon Echavarria,12
6dI7s52FcsKQhrAD2KeGTY,Teu Nome Engrandecer,5,"Marcio Teixeira, Coral Voice Soul","['Marcio Teixeira', 'Coral Voice Soul']",Marcio Teixeira,2
3kDdDG5H2Z6ojIaUcKZy7P,Aguayra - Fucking Minimal Mix,5,"Daniel Aguayo, Regan","['Daniel Aguayo', 'Regan']",Daniel Aguayo,2
4eZl5blIXOH4jkw2VGbVfm,海辺の風のメッセージ,5,阿尾茂毅,['阿尾茂毅'],阿尾茂毅,1
6sQyqKibyhVGm34VgLCl9Z,Bei Nacht H (178),5,Kobosil,['Kobosil'],Kobosil,1
3zKeuoBrmGFJGNjd2LUzfP,Bạc Bẽo Đời Em,5,Ngọc Hân,['Ngọc Hân'],Ngọc Hân,1
18YsNcg3M6ZZP6GHt4hIQd,Swell,5,Haleiwa,['Haleiwa'],Haleiwa,1
1yn4GslwIpEgIrkO4rYEsE,Королевство (версия 2019),5,Pilot,['Pilot'],Pilot,1
1EtaloeHlyvREtkOfln313,Sounds for Celebration (Liars Remix),5,"Re-TROS, Liars","['Re-TROS', 'Liars']",Re-TROS,2
1cV9KN3YiPEyPKVjwGBZEc,Love,5,Valery Teashler,['Valery Teashler'],Valery Teashler,1
27DBsC6nFDxQhtW0U2Q7BB,Criollo,5,"Pichy Valdés, Saoco Son","['Pichy Valdés', 'Saoco Son']",Pichy Valdés,2
6aVeT7lJcTjN5QkMhfdEKP,The Secret Life of Us,5,"Joey Negro, Dave Lee, The Sunburst Band, Diane Charlemagne, Donna Gardier","['Joey Negro', 'Dave Lee', 'The Sunburst Band', 'Diane Charlemagne', 'Donna Gardier']",Joey Negro,5
1FmSS2jZ4y0EuDmIZG33yY,Ben O Zalim Yardan Razı Değilim,5,Haydar Öztürk,['Haydar Öztürk'],Haydar Öztürk,1
0pD0o8ZKbwWV9gogSON30b,Princess of Persia,5,"Billy Esteban, Cafe De Anatolia","['Billy Esteban', 'Cafe De Anatolia']",Billy Esteban,2
2tGUJ86d5t3MtlzmV5lmGF,Levitating - Original,5,Saphileaum,['Saphileaum'],Saphileaum,1
5CVAJ4qxozmCgioNSpbZtL,Symphonie d'amour,5,"Kery James, Anissa Stili","['Kery James', 'Anissa Stili']",Kery James,2
4KwcWUMkfGhuEpzh7RYOXH,Mittelohr,5,Cab Drivers,['Cab Drivers'],Cab Drivers,1
2jHGqDoGr9lccsz8sVlo05,Electric Hellhound,5,Wo Fat,['Wo Fat'],Wo Fat,1
2mfTd0I9itWTliO8XGzFjh,Choral,5,Andrea,['Andrea'],Andrea,1
5q1qdeTFxfamZ1Udznawxc,Buddha Child,5,Sarah McSweeney,['Sarah McSweeney'],Sarah McSweeney,1
6Gj36MilG1zTfCNvHnJs0i,Liza - Haxxy Remix,5,Sebastian Krieg,['Sebastian Krieg'],Sebastian Krieg,1
2hG2kxBwa5JQGhklUL7p6c,Reckless Love,5,Remi Collins,['Remi Collins'],Remi Collins,1
3BGbvgPcRYEvx4QsRl4wBQ,Edge of the Earth,5,Mage,['Mage'],Mage,1
4ecnFvAirpTs6NwRF1eWri,Mysty Waltz,5,"Lisa Lynne, Aryeh Frankfurter","['Lisa Lynne', 'Aryeh Frankfurter']",Lisa Lynne,2
2PdI8qqLPdNy9Uyw3ZU8jh,Sourat Al Mursalat,5,Al Sheikh Maher Al Muaiqly,['Al Sheikh Maher Al Muaiqly'],Al Sheikh Maher Al Muaiqly,1
5J310O5jexWVc2U6XUDEY9,"DIE OF HUNGER - Live at Zepp Tokyo 31 May, 2019",5,LOUDNESS,['LOUDNESS'],LOUDNESS,1
0kJdPLWQqkVhuYqi8sfMGp,No Answers,5,Zach Winters,['Zach Winters'],Zach Winters,1
5FKKvd9c7NjFJXtrIGSOmX,Opium - Original Mix,5,"The New Division, Luke Chable","['The New Division', 'Luke Chable']",The New Division,2
78HOWPnvLNDxyh79TQzoLd,MH370,5,"Gabriel D'Or, Bordoy","[""Gabriel D'Or"", 'Bordoy']",Gabriel D'Or,2
4hZSAVOja7zuY0xFfIKATb,Green Grow the Rashes,5,The Irish Rovers,['The Irish Rovers'],The Irish Rovers,1
3gajSvMJe5wdh7s6EqzdBA,Dancin' in My Feet,5,Laura Taylor,['Laura Taylor'],Laura Taylor,1
3WKkfhG7r73hHuuYsI03uK,Time Zone (Phobotrax Remix),5,DJ CON-T,['DJ CON-T'],DJ CON-T,1
2USKS4Uk99qiBV4bc8O18T,Дыши,5,Yougaslava,['Yougaslava'],Yougaslava,1
5h6Qww3dFAX4lsFD4X3mIm,Kumbocero,5,Tino,['Tino'],Tino,1
2C9aaGtw2VZduxGmzPRPoE,Immanuel,5,Loud Harp,['Loud Harp'],Loud Harp,1
0ellQ1YqTwuPzAs6XZ7nCv,Krishna Murari Jaya Krishna Murari,5,Swami Tejomayananda,['Swami Tejomayananda'],Swami Tejomayananda,1
3DqfUdGvFZfXkBRyUtXsaN,Crying - Live,5,Hartmann,['Hartmann'],Hartmann,1
5LpvEKhzn1za7uH54HTL8S,Mai,5,"Quentin Dujardin, Didier Laloy","['Quentin Dujardin', 'Didier Laloy']",Quentin Dujardin,2
59pRhn1roikUGQMdL6cAnT,Strange & Funny,5,"Timmy Regisford, Felicia Graham, Tiger Wilson","['Timmy Regisford', 'Felicia Graham', 'Tiger Wilson']",Timmy Regisford,3
6Hrx02HuORnWcI4HZODNtd,Amar Shonar Bangla Ami Tomay Bhalobashi,5,Joyita,['Joyita'],Joyita,1
7jNQ10spctXXWHHdRF3o7J,フローティング,5,２８１４,['２８１４'],２８１４,1
5IeOONj5ZNvO1nOmVdpSxa,Doin' Time,5,The Silver Dimes,['The Silver Dimes'],The Silver Dimes,1
3T8xRTlFt58XDLObEQ39R8,Panic,5,"Young, Gladys","['Young', 'Gladys']",Young,2
0t5nibF62lzkrzFzxXHcHW,That Kids Got Groove - James Mac Remix,5,"Keith Fortune, James Mac","['Keith Fortune', 'James Mac']",Keith Fortune,2
3DDOIX23zNHynTehEgHcTI,Falling Down,5,Decadawn,['Decadawn'],Decadawn,1
6xqRxNHvkrlDYUGXkwpBTO,Salow,5,Nasteexo Indho,['Nasteexo Indho'],Nasteexo Indho,1
2jzOmJ52z0NqtFJGNKE59P,"Danga Maari Oodhari (From ""Anegan"")",5,"Harris Jayaraj, Dhanush, Marana Gana Viji, Naveen Madhav","['Harris Jayaraj', 'Dhanush', 'Marana Gana Viji', 'Naveen Madhav']",Harris Jayaraj,4
2JiM9vfedXuh39bP6YdGS8,Irritant - Pfirter Remix I,5,Slam,['Slam'],Slam,1
67jKaRAYZ4hdb6fxRfkhu6,World Atlas,5,fhána,['fhána'],fhána,1
2VewyMMhiFYLvau4QEGo5r,"Fall of the Empire - Live, in Saarbrücken, 2015",5,Accept,['Accept'],Accept,1
0fUpGzcLfznwwt3fQM5cu5,One Day,5,Race to Space,['Race to Space'],Race to Space,1
1sc70AVZP1tVL4L5nlJrUT,We Came to Play,5,"Cindy Blackman Santana, John McLaughlin","['Cindy Blackman Santana', 'John McLaughlin']",Cindy Blackman Santana,2
1s7EG9epZ9j9ogwLRJqAgf,Higher,5,Stamina,['Stamina'],Stamina,1
1OPSqQLifqU3HpagQRrcHB,Spiritual Downfalls,5,The Transhumans,['The Transhumans'],The Transhumans,1
3tVWntWOxdDyiBcGuGiGZd,Halcyon (ASOT 953) - 20th Anniversary Remix,5,Chicane,['Chicane'],Chicane,1
5dIWNpj7z30D1HJRafEhg5,Big Top Blues,5,Sax Gordon,['Sax Gordon'],Sax Gordon,1
0zzJsm296wpSRY3wrtuVRS,MY BRIGHT,5,ALBATOROS,['ALBATOROS'],ALBATOROS,1
7alCFsvuf1oxFaGioS2VVL,This Grace - Live,5,"Passion, Kristian Stanfill","['Passion', 'Kristian Stanfill']",Passion,2
70U90NIKH7JmVPtGddsUba,Sunsets In Dreams,5,Dave Z,['Dave Z'],Dave Z,1
60aTV2q6VDF8oV9nXnyREA,Miracle God,5,Chioma Jesus,['Chioma Jesus'],Chioma Jesus,1
0I1MGzbPBnNEftgh8ECyuV,Mourning Man,5,Lady Lizard,['Lady Lizard'],Lady Lizard,1
2mBOc7oP4UOSc7gGuQM2Sr,Kutlu Nebi,5,Engin Titiz,['Engin Titiz'],Engin Titiz,1
5lB8bjvpeq7EH8fPWQJUhR,Strugurle Batut De Piatra Greu E Fara Mama Si Tata,5,Sorinel de la Plopeni,['Sorinel de la Plopeni'],Sorinel de la Plopeni,1
4xnoMa61OaW6AJbUhnJcNv,Prorocy,5,Gypsy and the Acid Queen,"['Gypsy', 'the Acid Queen']",Gypsy,2
454hC8Mxtszf6cDlGpIR9A,When Will We Be Free - Tp's 2016 Instrumental Re-Edit,5,Terrence Parker,['Terrence Parker'],Terrence Parker,1
0gaJZuVlZlHGQlTrsOIfnT,Das Kollektiv,5,ASP,['ASP'],ASP,1
443eoHg1Xw0g6RlLcCoOtQ,El'Diego,5,Lady Zamar,['Lady Zamar'],Lady Zamar,1
0m155bAFzZZM4SDlxVAJTA,To Be,5,Anthony Mea,['Anthony Mea'],Anthony Mea,1
5k3X88ff4Jk6SzO6MvyNgn,Sun,5,Takuya Nakamura,['Takuya Nakamura'],Takuya Nakamura,1
38bNK9eRY6hKhnrKb65iep,Muri Mwari,5,"Joseph Tivafire, The House of Blessings","['Joseph Tivafire', 'The House of Blessings']",Joseph Tivafire,2
7AYmRO83bnd8p1Eqcg9kgq,NUTHIN 2 LOSE (VIP GARBAGE MIX),5,Adryiano,['Adryiano'],Adryiano,1
7iEfmsykz6xHP7hTBfxwiG,1970S,5,Yury Ivánov,['Yury Ivánov'],Yury Ivánov,1
5q0qe6nc0uz4tVSMuUrA8L,Zingaro,5,烏野薰爵士樂團,['烏野薰爵士樂團'],烏野薰爵士樂團,1
4zjRRYF4555oX931ETFwd1,¿Por Qué Tendría Que Llorar por Ti? - En Vivo,5,Ely Guerra,['Ely Guerra'],Ely Guerra,1
39GINaV1UjucRv9NI0UyAG,Backgammon,5,"Ara Malikian, La Banda","['Ara Malikian', 'La Banda']",Ara Malikian,2
3jI9gdxSY4IDPF7nFBH1qi,Cruiser,5,DJ ''S'',"[""DJ ''S''""]",DJ ''S'',1
38VybezLg8RibH8wUpRJey,Santa Cata,5,"Embat Prodz, Miki Leris, Alberto Casallo","['Embat Prodz', 'Miki Leris', 'Alberto Casallo']",Embat Prodz,3
4IDShGiPOvOf8KZMW4FhcJ,Un largo camino (Lascio libero il cielo),5,Paloma San Basilio,['Paloma San Basilio'],Paloma San Basilio,1
6iwUZgTw7Dh2ueXCkgNAuh,Luke 5,5,Streetlights,['Streetlights'],Streetlights,1
1HOTrrvxnHMFcJbFIMirFN,Wide Open,5,Andy Hunter,['Andy Hunter'],Andy Hunter,1
4P7YuZ72mgJuC1ZCFYhXV6,A Fine Way to Close,5,Carter Vail,['Carter Vail'],Carter Vail,1
7mEa7qAEvgxqqP9Gy1pDl9,Bloom,5,Mama Schultz,['Mama Schultz'],Mama Schultz,1
1eJ7nIkemAm8Iwrhw8Wgx7,Dubs,5,Krippsoulisc,['Krippsoulisc'],Krippsoulisc,1
76TdwNkgMRL5toHf0cmwV1,Allomaternal,5,Stolas,['Stolas'],Stolas,1
1uXdgvkvGrvAKe7p96022T,F O A,5,Blair French,['Blair French'],Blair French,1
0ei4iEUDmO8jzCFuSsOB4m,Crazzy Baass,5,Rolling Contact,['Rolling Contact'],Rolling Contact,1
6ZLsjcIasLfzPEI9Q8GLlY,Nocturnal Beings,5,Iñaki Arakistain,['Iñaki Arakistain'],Iñaki Arakistain,1
5sgjYgvMgaMZzROmtXEJOX,Absolute Zero,5,Future Usses,['Future Usses'],Future Usses,1
0Za3er5d7jYgtKmyMPaN07,Muttontown,5,Maxim Vilarri,['Maxim Vilarri'],Maxim Vilarri,1
4XuAIQZprSa6IWnZ8kO2A5,Caminemos,5,Peru Inka's,"[""Peru Inka's""]",Peru Inka's,1
0OCOUZ62B6GL3ZbXnCPc5O,End Of The Line - Live,5,"Warren Haynes, Derek Trucks","['Warren Haynes', 'Derek Trucks']",Warren Haynes,2
4M9yluQKiJ9zf68C3Uewvw,Plava Laguna,5,Consecration,['Consecration'],Consecration,1
3Va0lGH53lQ3VUl7bIXrfK,You and Me,5,Ross Couch,['Ross Couch'],Ross Couch,1
7HPGXDTM3Mer9ixZGZuw4p,The Fox in the Middle,5,Huminal,['Huminal'],Huminal,1
2eu7oldXEwb1Ur9hlAkjmk,Тиша,5,Auktyon,['Auktyon'],Auktyon,1
5mWP5sv79wCWt0jFVKbevw,Asi Me la Vivo,5,"Tm Zaiko, Nuco, Zaiko y Nuco, Flaco, J Alexis, Griser Nsr, Hopper","['Tm Zaiko', 'Nuco', 'Zaiko y Nuco', 'Flaco', 'J Alexis', 'Griser Nsr', 'Hopper']",Tm Zaiko,7
2tpGL5LRTj0o9nKQ05QT9J,Flatra,5,Modd,['Modd'],Modd,1
1O0t4iNL7dkwXncgsEaLYR,Squish,5,The Brecker Brothers,['The Brecker Brothers'],The Brecker Brothers,1
2n3XcO8vMiMdV4uZQ3NKgN,Perverse Mind #1,5,Tomohiko Sagae,['Tomohiko Sagae'],Tomohiko Sagae,1
1QJl9eqtGbmzWVrpnZWFJt,Death Whirl,5,Daze,['Daze'],Daze,1
6m6poCnx9Fv06pvA7p8jw4,Day Break,5,Alex Haas,['Alex Haas'],Alex Haas,1
5JC9b58oRJM74tIO46MYmP,BACK - Piano Version,5,Moonlight Jazz Blue,['Moonlight Jazz Blue'],Moonlight Jazz Blue,1
4VjtzYxPGiIfBB2pGOSWho,"The Final Battle (From ""The Legend of Zelda: Breath of the Wild"")",5,Franco Albertini,['Franco Albertini'],Franco Albertini,1
3Pgp8nOsFSVdbJQr7JhrxN,Thư gửi người miền xa,5,"Tài Nguyễn, Hoàng Anh","['Tài Nguyễn', 'Hoàng Anh']",Tài Nguyễn,2
492YBazMUMydNoG2pXTBN1,Good 2 Me,5,Deadbeat UK,['Deadbeat UK'],Deadbeat UK,1
2vpAw3144qH8A3RsgrPmCS,Todo Ha Cambiado,5,Mickey Cora Y Su Orquesta Cábala,['Mickey Cora Y Su Orquesta Cábala'],Mickey Cora Y Su Orquesta Cábala,1
4nyO1azSuhT5JrETvzEahs,你啊你啊 - 電視劇「用九柑仔店」插曲,5,Waa Wei,['Waa Wei'],Waa Wei,1
1aa8Hr90OKZcDSJChFlZ46,The Stand,5,Mezzo Piano,['Mezzo Piano'],Mezzo Piano,1
4dzIpVftoaus4Az7mLAweq,La Estrella y el Canario,5,Los Violines de Villafontana,['Los Violines de Villafontana'],Los Violines de Villafontana,1
5TZY04XlVeRx7Tv2F2amLa,Loss - Original Mix,5,Subalpine,['Subalpine'],Subalpine,1
1Apm55HGI2fVWpWvCF2Ycz,Pièce à trois violes en Ré Mineur: I. Allemande,5,"Antoine Forqueray, Atsushi Sakai, Christophe Rousset, Marion Martineau, Isabelle Saint-Yves","['Antoine Forqueray', 'Atsushi Sakai', 'Christophe Rousset', 'Marion Martineau', 'Isabelle Saint-Yves']",Antoine Forqueray,5
1Ej7djF5ihCOBc5HUY4Brf,Flute Concerto in D Major: I. Allegro,5,"Giacinto Schiatti, Raffaele Trevisani, Ensemble Barocco Carlo Antonio Marino, Natale Arnoldi","['Giacinto Schiatti', 'Raffaele Trevisani', 'Ensemble Barocco Carlo Antonio Marino', 'Natale Arnoldi']",Giacinto Schiatti,4
3ncbKTafDmMsKYGiR1T4Hg,Heikoilla Jäillä,5,Kotiteollisuus,['Kotiteollisuus'],Kotiteollisuus,1
7l4EH4NimMzh5JaFVQp1vu,I Am the Resurrection and the Life,5,Karen Davis,['Karen Davis'],Karen Davis,1
6IyVgtUs6gilFCC8yJ3vgV,Vespera de Natal,5,Natal,['Natal'],Natal,1
1hiOEpkwMud5VJcwLeARNq,You Got the Love,5,Ana Popovic,['Ana Popovic'],Ana Popovic,1
1eDk7jbNkxH8H58RxA6ooc,Bayanganmu,5,Elvy Sukaesih,['Elvy Sukaesih'],Elvy Sukaesih,1
